"Private","Apps","Accept","Enroll","Top10perc","Top25perc","F.Undergrad","P.Undergrad","Outstate","Room.Board","Books","Personal","PhD","Terminal","S.F.Ratio","perc.alumni","Expend","Grad.Rate","Nombre_U","Direccion_Busqueda","latitude","longitude"
"No",2281,1870,1408,18,43,6553,1246,4680,3540,200,2150,75,76,17.1,8,5916,45,"Southeast Missouri State University","Southeast Missouri State University, USA",37.315291,-89.528101
"No",818,700,447,20,50,2962,651,3738,2619,450,1022,55,59,19.6,9,4444,53,"Southeastern Oklahoma State Univ.","Southeastern Oklahoma State Univ., USA",34.0004,-96.4103
"Yes",385,340,193,18,38,784,127,9520,4124,630,1818,63,65,18.6,11,8219,43,"Southern California College","Southern California College, USA",32.852969,-117.182996
"No",2540,2195,994,13,40,6063,2550,5472,3598,221,2216,76,81,16.5,8,7498,43,"Southern Illinois University at Edwardsville","Southern Illinois University at Edwardsville, USA",38.611494,-90.154155
"Yes",4301,3455,1166,41,69,4892,387,12772,5078,576,1802,74,88,13.5,17,12726,72,"Southern Methodist University","Southern Methodist University, USA",32.8443907,-96.7842521
"Yes",1093,1093,642,12,32,1770,967,7070,2500,400,1000,52,54,15.9,13,4718,71,"Southwest Baptist University","Southwest Baptist University, USA",37.1329201,-93.2728335
"No",6118,5254,3204,15,37,13131,3374,4740,2590,500,1360,70,75,19.9,11,4632,56,"Southwest Missouri State University","Southwest Missouri State University, USA",38.8728265,-77.2656661
"No",1047,938,511,13,33,2091,546,4285,2750,600,1800,58,75,16.5,31,6591,51,"Southwest State University","Southwest State University, USA",44.45803,-95.75679
"Yes",321,318,172,11,27,620,280,7536,3736,430,1651,44,77,13,12,5309,36,"Southwestern Adventist College","Southwestern Adventist College, USA",32.396798,-97.32998
"Yes",213,155,75,28,66,504,147,7200,3532,550,1500,56,56,11.8,12,7818,52,"Southwestern College","Southwestern College, USA",32.640298,-116.996891
"Yes",1244,912,352,44,77,1177,43,11850,4675,600,1050,83,89,11.3,35,12995,67,"Southwestern University","Southwestern University, USA",30.634585,-97.665151
"Yes",283,201,97,10,45,589,263,8400,2800,600,900,50,56,10.6,40,6860,89,"Spalding University","Spalding University, USA",38.242862,-85.758732
"Yes",3713,1237,443,47,83,1971,107,7000,5565,660,2400,73,80,12.5,18,9988,65,"Spelman College","Spelman College, USA",33.745465,-84.411537
"Yes",372,362,181,15,32,1501,353,8600,3550,385,665,48,48,15.4,9,10938,49,"Spring Arbor College","Spring Arbor College, USA",41.7510004,-83.6267593
"Yes",1489,1313,375,13,45,1688,131,10456,4927,500,1050,91,91,17.7,32,9828,78,"St. Bonaventure University","St. Bonaventure University, USA",42.080093,-78.483697
"Yes",323,278,122,31,51,393,4,16150,5450,275,800,63,72,7.2,26,15622,64,"St. John's College","St. John's College, USA",35.669336,-105.91434
"Yes",1368,1064,354,19,51,1687,677,10570,5600,400,800,86,81,14.5,29,7908,66,"St. John Fisher College","St. John Fisher College, USA",43.1144494,-77.5122153
"Yes",2753,1820,505,31,56,1801,45,18720,5730,650,825,90,94,11.5,38,14980,85,"St. Lawrence University","St. Lawrence University, USA",44.5936922,-75.1590884
"Yes",191,165,63,5,25,494,574,11550,4270,300,500,43,77,14.5,8,9209,40,"St. Martin's College","St. Martin's College, USA",47.04013,-122.81467
"Yes",2643,1611,465,36,80,2615,248,13332,6354,630,1584,88,89,16.1,17,9619,78,"St. Mary's College of California","St. Mary's College of California, USA",37.84279,-122.10922
"No",1340,695,285,42,73,1315,209,6800,4730,675,1250,84,89,11.6,23,10357,63,"St. Mary's College of Maryland","St. Mary's College of Maryland, USA",38.1879898,-76.4237004
"Yes",1243,1020,414,33,60,2149,418,8678,3858,700,1736,82,83,16.2,7,7651,72,"St. Mary's University of San Antonio","St. Mary's University of San Antonio, USA",29.453244,-98.562778
"Yes",1334,1243,568,30,56,1946,95,12140,4450,425,1100,74,78,15.1,36,8595,88,"St. Norbert College","St. Norbert College, USA",44.4447,-88.0689
"Yes",651,581,243,8,17,617,34,5000,3650,600,600,45,45,14,8,8426,45,"St. Paul's College","St. Paul's College, USA",38.927872357,-76.998672103
"Yes",861,609,215,10,27,1117,815,8650,5700,500,1750,69,73,16.1,13,6534,67,"St. Thomas Aquinas College","St. Thomas Aquinas College, USA",41.04231,-73.935838
"Yes",450,405,194,17,34,614,388,13900,5200,450,2150,46,63,10.9,17,9995,59,"Stephens College","Stephens College, USA",38.95122,-92.322836
"Yes",1557,1227,489,37,69,1964,81,12315,4565,600,1365,85,90,12.5,24,10307,73,"Stetson University","Stetson University, USA",29.034455,-81.302618
"Yes",1768,1249,380,51,93,1263,11,16900,5680,450,750,89,89,19,33,12837,79,"Stevens Institute of Technology","Stevens Institute of Technology, USA",40.745011,-74.0238379
"No",4019,1579,710,23,65,4365,765,3040,4351,711,1125,78,92,19.5,7,5599,64,"Stockton College of New Jersey","Stockton College of New Jersey, USA",40.346183,-74.669405
"Yes",3646,2300,585,25,69,2022,926,12170,6172,480,800,79,79,13,30,7495,97,"Stonehill College","Stonehill College, USA",42.0594421,-71.0809168
"No",13528,9198,1843,16,61,10168,1231,6550,4355,700,1560,93,96,17.4,16,9075,74,"SUNY at Albany","SUNY at Albany, USA",42.6604153,-73.7706795
"No",14463,6166,1757,60,94,8544,671,6550,4598,700,1000,83,100,18,15,8055,80,"SUNY at Binghamton","SUNY at Binghamton, USA",42.08778,-75.96683
"No",15039,9649,3087,36,100,13963,3124,6550,4731,708,957,90,97,13.6,15,11177,56,"SUNY at Buffalo","SUNY at Buffalo, USA",42.94232,-78.83674
"No",12512,6969,1724,27,66,9744,1351,6550,4712,600,1200,91,96,10.5,7,13705,57,"SUNY at Stony Brook","SUNY at Stony Brook, USA",40.9127801,-73.1398935
"No",7294,3564,904,7,34,5758,1363,6550,4460,500,705,79,83,19,14,6632,49,"SUNY College  at Brockport","SUNY College  at Brockport, USA",43.2086,-77.9498
"No",8000,4556,1464,17,70,6943,869,6550,4810,500,1500,69,85,22,21,5280,63,"SUNY College  at Oswego","SUNY College  at Oswego, USA",43.454287,-76.540798
"No",5318,3515,1025,8,29,7626,2091,6550,4040,550,1230,71,78,18.7,12,7511,42,"SUNY College at Buffalo","SUNY College at Buffalo, USA",37.506612086741,-85.697293973908
"No",7888,3519,1036,6,40,5011,346,6550,4680,630,1274,82,85,17.8,17,5563,53,"SUNY College at Cortland","SUNY College at Cortland, USA",42.5952,-76.1926
"No",4877,2798,814,13,48,4123,298,6550,4420,620,1481,82,90,16.3,10,6442,66,"SUNY College at Fredonia","SUNY College at Fredonia, USA",42.45011,-79.336324
"No",8598,4562,1143,56,93,5060,146,6550,4170,600,650,79,84,19.1,25,5716,76,"SUNY College at Geneseo","SUNY College at Geneseo, USA",42.796645,-77.821894
"No",8399,3609,656,19,53,4658,1478,6550,4240,550,1500,85,93,15.3,8,6608,53,"SUNY College at New Paltz","SUNY College at New Paltz, USA",41.737826784405,-74.077163949665
"No",5549,3583,853,9,40,5004,475,6550,4176,600,1380,80,90,17.9,16,6174,65,"SUNY College at Plattsburgh","SUNY College at Plattsburgh, USA",44.69293,-73.466536
"No",3150,2289,650,16,51,3598,234,6840,4660,500,1000,71,75,15.1,17,6436,59,"SUNY College at Potsdam","SUNY College at Potsdam, USA",44.662148,-74.973815
"No",2119,1264,390,5,33,2478,1441,6550,4760,1125,1362,80,100,14.9,8,8170,46,"SUNY College at Purchase","SUNY College at Purchase, USA",41.025680770762,-73.717379675729
"Yes",2096,1512,465,27,59,1442,166,16130,4710,400,800,83,86,13.9,37,10554,90,"Susquehanna University","Susquehanna University, USA",40.798388,-76.873529
"Yes",462,402,146,36,68,527,41,14500,6000,500,600,91,99,6.5,48,18953,61,"Sweet Briar College","Sweet Briar College, USA",37.556725,-79.081014
"Yes",10477,7260,2442,28,67,10142,117,15150,6870,635,960,73,84,11.3,13,14231,67,"Syracuse University","Syracuse University, USA",43.0376702,-76.1286296
"Yes",257,183,109,19,41,396,38,7850,3410,400,1500,55,70,10,15,7233,53,"Tabor College","Tabor College, USA",38.34869,-97.20087
"Yes",4414,1500,335,30,60,908,119,5666,2964,1000,1400,56,58,15.5,7,5970,46,"Talladega College","Talladega College, USA",33.4331067,-86.1120181
"Yes",1769,1092,437,41,80,1757,81,10965,4000,450,1250,60,61,14.2,32,8294,98,"Taylor University","Taylor University, USA",40.456246,-85.497034
"Yes",232,182,99,7,29,402,237,7070,3640,400,3158,59,65,8.9,16,6286,36,"Tennessee Wesleyan College","Tennessee Wesleyan College, USA",35.4451882,-84.5921806
"No",14474,10519,6392,49,85,31643,2798,5130,3412,600,2144,89,91,23.1,29,8471,69,"Texas A&M Univ. at College Station","Texas A&M Univ. at College Station, USA",30.627797995986,-96.334985716424
"No",529,481,243,22,47,1206,134,4860,3122,600,650,103,88,17.4,16,6415,43,"Texas A&M University at Galveston","Texas A&M University at Galveston, USA",29.314225,-94.81565
"Yes",4095,3079,1195,33,64,5064,660,8490,3320,650,2400,81,93,14.8,23,9158,64,"Texas Christian University","Texas Christian University, USA",32.709511,-97.362921
"Yes",497,423,215,27,57,895,429,7850,3410,490,1700,54,58,13.8,24,7002,50,"Texas Lutheran College","Texas Lutheran College, USA",29.57384,-97.98417
"No",4345,3245,2604,15,85,5584,3101,7860,3360,600,1700,65,75,18.2,21,3605,10,"Texas Southern University","Texas Southern University, USA",29.722328,-95.358874
"Yes",592,501,279,19,44,1204,392,6400,3484,600,1800,80,83,14.5,10,7936,43,"Texas Wesleyan University","Texas Wesleyan University, USA",32.73268,-97.280356
"No",1500,1242,611,12,36,2024,292,7070,2439,400,779,95,94,17.1,17,7744,84,"The Citadel","The Citadel, USA",33.572263,-112.202099
"Yes",1154,951,253,15,31,791,140,11172,4958,700,1350,68,76,11.6,16,9186,60,"Thiel College","Thiel College, USA",41.412,-80.3839
"Yes",845,734,254,5,21,662,351,7600,3800,600,1200,59,74,19,40,5096,39,"Tiffin University","Tiffin University, USA",40.7781502,-84.1803776
"Yes",759,729,244,57,81,867,51,10900,4450,500,1000,81,91,12.1,41,10219,70,"Transylvania University","Transylvania University, USA",38.05207,-84.493635
"No",5042,2312,944,55,94,5167,902,5391,5411,700,1000,81,87,14.4,6,8504,81,"Trenton State College","Trenton State College, USA",40.27015,-74.77815
"Yes",1262,1102,276,14,40,978,98,9456,4350,468,1323,53,53,12.8,24,7603,65,"Tri-State University","Tri-State University, USA",41.63337,-85.00589
"Yes",3058,1798,478,46,84,1737,244,18810,5690,500,680,91,96,10.4,48,18034,91,"Trinity College CT","Trinity College CT, USA",41.744333,-72.6884343
"Yes",247,189,100,19,49,309,639,11412,6430,500,900,89,93,8.3,37,11806,96,"Trinity College DC","Trinity College DC, USA",38.926828,-77.005265
"Yes",222,185,91,16,41,484,541,11010,5208,550,500,58,78,10.4,26,9586,78,"Trinity College VT","Trinity College VT, USA",44.48255,-73.19402
"Yes",2425,1818,601,62,93,2110,95,12240,5150,500,490,94,96,9.6,20,14703,93,"Trinity University","Trinity University, USA",29.463797,-98.482042
"Yes",7033,5125,1223,47,75,4941,1534,19040,5950,350,800,98,98,9.1,21,16920,74,"Tulane University","Tulane University, USA",29.9353983,-90.1227715
"Yes",626,372,145,12,34,983,40,7700,3400,450,800,70,70,21.9,28,4933,52,"Tusculum College","Tusculum College, USA",36.173765,-82.759772
"Yes",2267,1827,611,20,59,2825,144,6735,3395,600,1425,70,74,12.2,7,10872,65,"Tuskegee University","Tuskegee University, USA",32.4292096,-85.7079166
"Yes",484,384,177,9,45,634,78,7800,2950,500,600,60,88,14.1,9,6864,64,"Union College KY","Union College KY, USA",36.870875,-83.888477
"Yes",3495,1712,528,49,84,1915,123,18732,6204,450,1024,94,96,11.5,49,15411,88,"Union College NY","Union College NY, USA",42.816657,-73.928258
"No",4800,2900,1515,14,48,7764,1472,6874,2394,518,1890,73,78,19.2,14,5901,56,"Univ. of Wisconsin at OshKosh","Univ. of Wisconsin at OshKosh, USA",44.0238,-88.5499
"No",1797,1260,938,24,35,6960,4698,4440,5175,750,2200,96,96,6.7,16,16352,33,"University of Alabama at Birmingham","University of Alabama at Birmingham, USA",33.5022782,-86.8038025
"No",3235,3108,2133,25,65,9978,1530,5028,3300,500,2000,73,89,14.8,10,6820,39,"University of Arkansas at Fayetteville","University of Arkansas at Fayetteville, USA",36.069888121172,-94.17658439223
"No",19873,8252,3215,95,100,19532,2061,11648,6246,636,1933,93,97,15.8,10,13919,78,"University of California at Berkeley","University of California at Berkeley, USA",37.87215,-122.25975
"No",15698,10775,2478,85,100,12677,864,12024,5302,790,1818,96,96,16.1,11,15934,66,"University of California at Irvine","University of California at Irvine, USA",33.644237316251,-117.852498373473
"No",6986,2959,1918,25,60,12330,7152,6618,4234,700,1600,80,98,22.2,9,6742,46,"University of Central Florida","University of Central Florida, USA",28.6018,-81.2034
"Yes",682,535,204,22,43,771,611,9500,3540,400,750,26,58,2.5,10,7683,57,"University of Charleston","University of Charleston, USA",38.333004,-81.615278
"Yes",6348,2999,922,68,94,3340,39,18930,6380,500,1254,99,99,5.3,36,36854,90,"University of Chicago","University of Chicago, USA",41.7901336,-87.5988954
"No",6855,5553,2408,26,57,11036,2011,8907,4697,556,1851,89,95,10.8,6,13889,54,"University of Cincinnati","University of Cincinnati, USA",39.1314123,-84.511784
"No",9735,7187,2064,23,63,12478,1660,11656,5072,700,2300,89,95,16,16,10178,71,"University of Connecticut at Storrs","University of Connecticut at Storrs, USA",41.8052454,-72.2536003
"Yes",681,588,246,44,74,1058,73,10760,6230,500,1200,85,93,13.4,26,8731,63,"University of Dallas","University of Dallas, USA",32.844953,-96.917889
"Yes",6361,5293,1507,26,51,5889,665,11380,4220,500,900,81,85,14.8,25,8894,93,"University of Dayton","University of Dayton, USA",39.740626,-84.179654
"Yes",14446,10516,3252,22,57,14130,4522,10220,4230,530,1300,82,87,18.3,15,10650,75,"University of Delaware","University of Delaware, USA",39.6815738,-75.7557355
"Yes",2974,2001,580,29,60,2666,554,15192,4695,400,1350,84,91,15.9,21,11762,67,"University of Denver","University of Denver, USA",39.680697,-104.95721
"Yes",927,731,415,24,50,2149,2217,11130,3996,600,2166,72,79,13.5,14,10891,51,"University of Detroit Mercy","University of Detroit Mercy, USA",42.544762,-83.79491
"Yes",576,558,137,11,39,662,131,10430,3620,400,1500,85,98,16.5,18,8767,45,"University of Dubuque","University of Dubuque, USA",42.4954189,-90.6953729
"Yes",2096,1626,694,35,67,2551,407,11800,4340,700,960,60,81,15.8,26,7780,77,"University of Evansville","University of Evansville, USA",37.9765814,-87.5303372
"No",12445,8836,3623,54,85,24470,3286,7090,4180,630,1530,88,97,13.4,20,14737,66,"University of Florida","University of Florida, USA",29.6375118,-82.3728813
"No",11220,7871,3320,43,79,19553,2748,5697,3600,525,1755,88,95,14.7,22,7881,63,"University of Georgia","University of Georgia, USA",33.935988,-83.3702598
"Yes",5081,4040,1194,11,26,3768,1415,14220,6000,500,1440,61,76,10.7,9,10625,66,"University of Hartford","University of Hartford, USA",41.774607,-72.705894
"No",3580,2603,1627,36,69,11028,2411,4460,3038,687,1281,85,87,11.8,6,12833,54,"University of Hawaii at Manoa","University of Hawaii at Manoa, USA",21.299818,-157.81959
"No",14939,11652,5705,52,88,25422,911,7560,4574,500,1982,87,90,17.4,13,8559,81,"University of Illinois - Urbana","University of Illinois - Urbana, USA",40.1330641,-88.2169069
"No",8384,5727,2710,22,50,13518,2916,7230,5088,630,3228,82,84,10,6,13883,34,"University of Illinois at Chicago","University of Illinois at Chicago, USA",41.7407591,-87.6045563
"Yes",1487,1276,388,26,51,1417,1646,11120,4080,525,1405,55,56,11.1,23,6735,69,"University of Indianapolis","University of Indianapolis, USA",39.7105,-86.14
"No",8579,5561,3681,25,50,17880,1673,6994,3384,700,2681,88,94,13.7,17,9657,57,"University of Kansas","University of Kansas, USA",38.958458,-95.247626
"Yes",1597,969,226,16,38,1431,1522,13540,5050,630,2298,66,68,14.1,23,10139,47,"University of La Verne","University of La Verne, USA",34.097681,-117.768127
"No",4777,3057,1823,16,33,9844,6198,6540,3600,530,2440,84,92,11.1,24,10207,31,"University of Louisville","University of Louisville, USA",38.2159299,-85.7565716
"No",1208,803,438,20,48,1906,344,6810,3970,450,1647,67,75,15.9,26,5712,59,"University of Maine at Farmington","University of Maine at Farmington, USA",44.6674112,-70.1466318
"No",441,369,172,17,45,633,317,6600,3680,600,400,46,46,15.1,4,5935,64,"University of Maine at Machias","University of Maine at Machias, USA",44.7141526,-67.4599365
"No",461,381,235,10,40,974,503,6600,3630,400,1675,67,67,15.2,11,6408,35,"University of Maine at Presque Isle","University of Maine at Presque Isle, USA",46.124784,-67.833019
"No",4269,2594,985,27,57,6476,2592,8594,4408,494,2768,82,88,18.4,6,7618,55,"University of Maryland at Baltimore County","University of Maryland at Baltimore County, USA",39.2884335,-76.6259794
"No",14292,10315,3409,22,53,19340,3991,8723,5146,550,1550,89,92,18.1,12,9021,63,"University of Maryland at College Park","University of Maryland at College Park, USA",38.98861,-76.9397
"No",14438,12414,3816,12,39,16282,1940,8566,3897,500,1400,88,92,16.7,15,10276,68,"University of Massachusetts at Amherst","University of Massachusetts at Amherst, USA",42.3895,-72.5281
"No",3347,2597,1006,10,37,4664,1630,6919,4500,500,1250,74,90,15,20,7462,56,"University of Massachusetts at Dartmouth","University of Massachusetts at Dartmouth, USA",41.628899,-71.006417
"Yes",7122,5386,1643,42,69,7760,876,16500,6526,630,1985,82,94,5.9,17,17500,59,"University of Miami","University of Miami, USA",25.724371,-80.275438
"No",19152,12940,4893,66,92,22045,1339,15732,4659,476,1600,90,98,11.5,26,14847,87,"University of Michigan at Ann Arbor","University of Michigan at Ann Arbor, USA",42.269639092316,-83.735682344454
"No",4192,3126,1656,15,45,5887,1254,8828,3474,753,2610,79,91,19,11,6393,53,"University of Minnesota at Duluth","University of Minnesota at Duluth, USA",46.817019,-92.0843127
"No",1458,874,588,56,86,1846,154,9843,3180,600,1500,74,78,14.6,16,6716,51,"University of Minnesota at Morris","University of Minnesota at Morris, USA",45.59135,-95.90088
"No",11054,6397,3524,26,55,16502,21836,8949,3744,714,2910,88,90,12.2,37,16122,45,"University of Minnesota Twin Cities","University of Minnesota Twin Cities, USA",44.9889425,-93.2147933
"No",3844,3383,1669,26,47,7524,804,4916,3810,600,550,81,86,20.3,14,6971,53,"University of Mississippi","University of Mississippi, USA",34.668,-88.5634
"No",6574,4637,2940,32,62,14782,1583,9057,3485,600,1983,87,87,12.7,15,10145,58,"University of Missouri at Columbia","University of Missouri at Columbia, USA",38.940604,-92.3169138
"No",1877,1826,823,49,77,3926,561,9057,3600,700,1435,88,88,14.4,23,9699,49,"University of Missouri at Rolla","University of Missouri at Rolla, USA",37.95447,-91.773
"No",1618,1141,479,18,54,4793,4552,7246,3964,500,4288,71,73,13.4,15,6433,48,"University of Missouri at Saint Louis","University of Missouri at Saint Louis, USA",38.651075,-90.2609049
"Yes",452,331,269,17,54,1417,301,6150,3680,550,1200,59,63,16.6,4,5412,52,"University of Mobile","University of Mobile, USA",30.79362,-88.13024
"No",1351,892,570,18,78,2385,331,4440,3030,300,600,72,72,18.9,8,5883,51,"University of Montevallo","University of Montevallo, USA",33.104279,-86.864682
"No",6277,6003,3526,33,63,16454,3171,5595,3145,500,2070,86,92,15.1,48,6813,53,"University of Nebraska at Lincoln","University of Nebraska at Lincoln, USA",40.83187,-96.66333
"Yes",1209,750,265,19,54,820,159,11450,5045,900,2500,72,75,11.4,13,9718,64,"University of New England","University of New England, USA",43.682772,-70.295665
"No",9750,7640,2529,24,62,10358,1338,11180,3862,650,2450,89,87,17.5,16,7855,75,"University of New Hampshire","University of New Hampshire, USA",43.1364157,-70.9360008
"No",1757,979,394,32,74,2033,1078,5972,3420,600,750,77,83,13,11,7011,37,"University of North Carolina at Asheville","University of North Carolina at Asheville, USA",35.61662,-82.56526
"No",14596,5985,3331,75,92,14609,1100,8400,4200,550,1200,88,93,8.9,23,15893,83,"University of North Carolina at Chapel Hill","University of North Carolina at Chapel Hill, USA",35.913843,-79.050601
"No",5803,4441,1730,19,62,10099,3255,7248,3109,600,1900,79,91,16.8,7,6227,62,"University of North Carolina at Charlotte","University of North Carolina at Charlotte, USA",35.2415133,-80.8568337
"No",5191,4134,1500,15,44,7532,1847,8677,3505,600,1300,75,94,15.5,17,7392,53,"University of North Carolina at Greensboro","University of North Carolina at Greensboro, USA",36.0663727,-79.8119322
"No",6071,3856,1449,15,67,6635,1145,7558,3680,500,1500,82,85,19.1,15,6005,55,"University of North Carolina at Wilmington","University of North Carolina at Wilmington, USA",34.224971,-77.878317
"No",2777,2249,1652,20,54,8334,1435,5634,2703,450,1200,97,97,15.9,16,9424,49,"University of North Dakota","University of North Dakota, USA",47.9199145,-97.0728207
"No",1800,1253,560,44,85,3876,3588,6634,4360,600,2604,82,85,17.8,14,6104,47,"University of North Florida","University of North Florida, USA",30.260463,-81.50204
"No",4418,2737,2049,23,51,14047,5134,4104,3579,450,1700,86,94,22.6,6,5657,35,"University of North Texas","University of North Texas, USA",33.2075,-97.1526
"No",5530,4007,1697,12,37,8463,1498,7731,4128,540,2286,75,75,21.5,8,6309,40,"University of Northern Colorado","University of Northern Colorado, USA",40.425127,-104.708062
"No",4144,3379,1853,18,52,10135,1448,6197,2930,595,2380,78,82,16.3,26,6333,77,"University of Northern Iowa","University of Northern Iowa, USA",42.5108193,-92.4547775
"Yes",7700,3700,1906,79,96,7671,30,16850,4400,600,1350,96,92,13.1,46,13936,97,"University of Notre Dame","University of Notre Dame, USA",41.7030032,-86.2354098
"No",4743,3970,2233,32,63,13436,2582,5173,3526,765,3176,86,90,11.5,11,10244,44,"University of Oklahoma","University of Oklahoma, USA",35.1982101,-97.4431231
"No",8631,6732,2546,25,61,11669,1605,10602,3660,570,1530,79,87,19.7,13,8020,54,"University of Oregon","University of Oregon, USA",44.0447812,-123.0734956
"Yes",12394,5232,2464,85,100,9205,531,17020,7270,500,1544,95,96,6.3,38,25765,93,"University of Pennsylvania","University of Pennsylvania, USA",39.952422,-75.196615
"No",8586,6383,2503,25,59,13138,4289,10786,4560,400,900,93,93,7.8,10,13789,66,"University of Pittsburgh-Main Campus","University of Pittsburgh-Main Campus, USA",40.44711478011,-79.958984027899
"Yes",1758,1485,419,27,58,2041,174,12040,4100,600,1100,92,96,13.2,17,9060,72,"University of Portland","University of Portland, USA",45.571892,-122.724542
"Yes",4044,2826,688,51,83,2738,138,16230,4500,630,1800,79,86,15,17,11217,63,"University of Puget Sound","University of Puget Sound, USA",47.263728,-122.479456
"No",9643,7751,1968,12,40,8894,2456,10330,5558,500,1250,84,89,16.6,7,9158,63,"University of Rhode Island","University of Rhode Island, USA",41.483722,-71.5253916
"Yes",5892,2718,756,46,72,2854,594,14500,3285,700,1125,75,89,11.7,32,11984,100,"University of Richmond","University of Richmond, USA",37.57317,-77.537943
"Yes",8766,5498,1243,56,75,5071,438,17840,6582,500,882,93,99,5.9,23,26037,80,"University of Rochester","University of Rochester, USA",43.112295,-77.629744
"Yes",3934,2735,886,40,70,3698,217,13600,5940,630,1820,93,96,15.6,13,10813,66,"University of San Diego","University of San Diego, USA",32.7726618,-117.1880018
"Yes",2306,1721,538,23,48,4309,549,13226,6452,750,2450,86,86,13.6,8,10074,62,"University of San Francisco","University of San Francisco, USA",37.775986,-122.451146
"No",285,280,208,21,43,1140,473,3687,1920,600,1800,67,77,23.6,3,3864,43,"University of Sci. and Arts of Oklahoma","University of Sci. and Arts of Oklahoma, USA",35.031748,-97.954077
"Yes",4471,2942,910,29,60,3674,493,11584,5986,650,800,83,83,14.1,41,9131,92,"University of Scranton","University of Scranton, USA",41.419106,-75.628792
"No",848,560,377,14,24,1855,1412,5800,3066,500,1500,62,62,14.8,3,5035,48,"University of South Carolina at Aiken","University of South Carolina at Aiken, USA",33.57347,-81.76733
"No",7693,5815,2328,30,66,12594,3661,8074,3522,495,2941,84,88,16.9,18,8246,63,"University of South Carolina at Columbia","University of South Carolina at Columbia, USA",33.98663,-81.0369
"No",7589,4676,1876,29,63,14770,10962,6760,3776,500,2180,84,89,17,7,11020,47,"University of South Florida","University of South Florida, USA",28.0639112,-82.4134657
"Yes",12229,8498,2477,45,71,13259,1429,17230,6482,600,2210,90,94,11.4,10,17007,68,"University of Southern California","University of Southern California, USA",34.0232437,-118.2841968
"No",1401,1239,605,10,34,3716,675,7100,4380,540,2948,63,88,19.4,0,5389,36,"University of Southern Colorado","University of Southern Colorado, USA",38.3055621,-104.5800415
"No",2379,2133,1292,8,25,4283,2973,4973,3192,500,1425,56,65,22,21,4078,38,"University of Southern Indiana","University of Southern Indiana, USA",37.964053,-87.676699
"No",2850,2044,1046,20,50,9260,1387,4652,2470,500,500,78,99,18.7,23,5917,45,"University of Southern Mississippi","University of Southern Mississippi, USA",31.328388,-89.332588
"Yes",2057,1807,828,26,53,4106,982,11712,4037,500,800,80,80,13.8,13,8546,89,"University of St. Thomas MN","University of St. Thomas MN, USA",44.9743006,-93.2775955
"Yes",374,280,185,45,77,995,408,8550,4050,500,1344,75,75,12.6,17,7237,62,"University of St. Thomas TX","University of St. Thomas TX, USA",29.737508,-95.391293
"No",7473,5372,3013,27,53,15749,3237,5764,3262,750,3300,86,92,16.5,22,8612,53,"University of Tennessee at Knoxville","University of Tennessee at Knoxville, USA",35.9550547,-83.9298395
"No",3281,2559,1448,19,43,10975,8431,4422,2780,500,2850,73,73,21,4,4696,29,"University of Texas at Arlington","University of Texas at Arlington, USA",32.729385,-97.11517
"No",14752,9572,5329,48,85,30017,5189,5130,3309,650,3140,91,99,19.7,11,7837,65,"University of Texas at Austin","University of Texas at Austin, USA",30.285758,-97.73588
"No",4217,3100,1686,17,46,9375,5457,4104,5376,452,1200,94,100,25.3,3,4329,50,"University of Texas at San Antonio","University of Texas at San Antonio, USA",29.64589,-98.63923
"Yes",974,704,290,5,22,1145,39,12520,3860,1300,700,16,59,7.5,9,11641,57,"University of the Arts","University of the Arts, USA",39.946101,-75.165443
"Yes",2459,1997,582,36,66,2664,299,16320,5326,646,1171,87,94,11.2,14,13706,65,"University of the Pacific","University of the Pacific, USA",37.978951,-121.310721
"Yes",1445,966,326,46,83,1129,24,15350,4080,450,810,89,93,10.3,52,18784,82,"University of the South","University of the South, USA",35.202464,-85.911741
"Yes",1712,1557,696,41,68,2936,433,11750,4160,1200,2350,94,96,11.5,10,11743,47,"University of Tulsa","University of Tulsa, USA",36.152256,-95.946562
"No",5095,4491,2400,27,53,13894,8374,6857,3975,858,3093,89,93,12.8,9,9275,37,"University of Utah","University of Utah, USA",40.7604059,-111.8313516
"No",7663,6008,1735,18,51,7353,1674,15516,4928,500,990,87,90,9.9,10,12646,79,"University of Vermont","University of Vermont, USA",44.478255,-73.201148
"No",15849,5384,2678,74,95,11278,114,12212,3792,500,1000,90,92,9.5,22,13597,95,"University of Virginia","University of Virginia, USA",38.0315726,-78.5033877
"No",12749,7025,3343,40,81,20356,4582,8199,4218,708,2172,96,94,9,10,16527,65,"University of Washington","University of Washington, USA",47.6565982,-122.3128348
"No",1558,1254,472,20,57,3754,2477,6172,3994,541,1387,83,87,23.4,12,8488,53,"University of West Florida","University of West Florida, USA",30.550948,-87.219846
"No",2593,1966,1030,9,32,6038,579,6704,2592,376,1750,78,78,21,17,6254,65,"University of Wisconsin-Stout","University of Wisconsin-Stout, USA",44.873187,-91.926653
"No",910,910,342,14,53,1434,417,7032,2780,550,1960,75,81,15.2,15,6490,36,"University of Wisconsin-Superior","University of Wisconsin-Superior, USA",46.717629,-92.091007
"No",4400,3719,1472,12,38,7804,1552,6950,2500,300,1200,90,95,23.1,16,5559,67,"University of Wisconsin-Whitewater","University of Wisconsin-Whitewater, USA",42.838521,-88.743808
